Scene,Algorithm,NumRuns,FeasibleRate,MeanBestFitness,MeanZ,MeanMaxZ,MeanHighAltitudeFrac,MeanVeryHighAltitudeFrac,MeanDetourRatio,MeanBoundaryDist,MeanBoundaryHugFrac,MeanControlPointBoundaryHugFrac,HighAltitudeFlagRate,BoundaryHugFlagRate,ExcessiveDetourFlagRate,ControlPointEdgeFlagRate,VisualReviewFlagRate,Source
4,AE,30,0,1653.27054260566,16.8594751710384,18.4720387064034,0,0,1.21046507684393,41.1279078431747,0,0,0,0,0,0,0,formal-main
4,CPO,30,0.733333333333333,519.879650912483,21.0994290969196,23.0861758541731,0.309090909090909,0.237424242424242,1.36383257385972,5.0593725151435,0.871189279731993,0.922222222222222,0.433333333333333,0.933333333333333,0.0333333333333333,1,1,formal-main
4,CVF-AE,30,1,349.227029913288,14.6356660951913,19.0245031304372,0.000909090909090909,0,1.22963383476046,20.3145627903688,0.24891122278057,0.45,0,0.166666666666667,0,0.2,0.2,formal-main
4,DBO,30,1,376.304061835975,13.8466675141398,20.2972088344025,0.106666666666667,0.0971212121212121,1.38754754865418,3.76181181090622,0.895812395309883,0.922222222222222,0.166666666666667,0.9,0,1,1,formal-main
4,ERIME,30,1,360.234716521464,11.1281693137157,18.2837173637751,0.0239393939393939,0.0216666666666667,1.36711782185791,4.41386634381899,0.889782244556114,0.872222222222222,0.0333333333333333,0.966666666666667,0,0.966666666666667,0.966666666666667,recent-improved
4,GDSAO,30,1,346.847441570472,13.2444340598141,18.3216031793445,0,0,1.36329545548875,4.92271530678464,0.847236180904523,0.872222222222222,0,0.966666666666667,0,1,1,recent-improved
4,GWO,30,0.633333333333333,608.45708450729,13.2397459430788,18.2401075361309,0,0,1.3613310358301,2.81656763756536,0.925963149078727,0.961111111111111,0,0.966666666666667,0.0333333333333333,1,1,formal-main
4,HHO,30,0.366666666666667,898.343987970181,12.5289414563915,19.0855287984607,0.0210606060606061,0,1.25860144881748,4.72076666455022,0.852763819095478,0.927777777777778,0,0.833333333333333,0,0.966666666666667,0.966666666666667,formal-main
4,MSCSO,30,0.933333333333333,402.271223187677,15.6024649027903,18.987917602981,0,0,1.34222505966033,6.54078701861705,0.679396984924623,0.738888888888889,0,0.6,0,0.666666666666667,0.666666666666667,recent-improved
4,PSO,30,0.0333333333333333,1295.45871625515,14.5186392849381,19.5197872189344,0.018030303030303,0.0104545454545455,1.38387806761032,34.7443939107276,0.0510887772194305,0.144444444444444,0.0333333333333333,0,0.0666666666666667,0.0333333333333333,0.1,formal-main
4,WOA,30,0.0666666666666667,1485.67428395965,17.2616274782401,21.5201709913654,0.176969696969697,0.118030303030303,1.44542562871372,4.61171777276847,0.759798994974875,0.861111111111111,0.233333333333333,0.8,0.233333333333333,0.833333333333333,0.866666666666667,formal-main
