Scene,DisplayName,Algorithm,Run,RunFile,SelectionTier,SelectionDistance,BestFitness,Feasible,Violation,VisualReviewFlag,MeanZ,MaxZ,BoundaryHugFrac,DetourRatio
3,CVF-AE,CVF_AE,24,scene4_CVF_AE_run024.mat,feasible_clean_median,0.00436682124200161,341.908031768379,1,0,0,17.4126791622075,19.9793271952528,0.0653266331658292,1.17680049296065
3,w/o CVF,CVF_AE_W_O_CVF,7,scene4_CVF_AE_W_O_CVF_run007.mat,feasible_clean_median,0.134386918160487,349.831372539266,1,0,0,14.9536604123515,18.2835639671332,0.14070351758794,1.20225844821589
3,w/o StateCVF,CVF_AE_W_O_STATEADAPTIVECVF,24,scene4_CVF_AE_W_O_STATEADAPTIVECVF_run024.mat,feasible_clean_median,51.789786767966,334.698613870519,1,0,0,14.2036194450967,18,0.0904522613065327,1.15079162684717
3,w/o Sparse,CVF_AE_W_O_SPARSEPRESERVATION,4,scene4_CVF_AE_W_O_SPARSEPRESERVATION_run004.mat,feasible_clean_median,4.33276078748003,377.256647217155,1,0,0,15.4092939184242,19.8049616893252,0.391959798994975,1.26959615554886
3,w/o Init,CVF_AE_W_O_INIT,29,scene4_CVF_AE_W_O_INIT_run029.mat,feasible_clean_median,0.668322792177491,317.261314968406,1,0,0,10.9468964348437,18,0.105527638190955,1.18103726239958
3,Base-AE,BASE_AE,18,scene4_BASE_AE_run018.mat,infeasible_min_violation_median,271.921791879115,1319.39673782232,0,5,0,15.6860413167176,18,0,1.34045587425368
