Scene,Algorithm,Run,Seed,BestFitness,Runtime,Feasible,Violation,NEvals,FirstFeasibleIter,FirstFeasibleTime,RepairCount,RepairSuccessCount,ViabilityFieldCount,ViabilityFieldSuccessCount,WallClock,Source,PaperScene,AlgorithmOrder
1,MSCSO,25,20271026,296.483591054326,13.6380838,1,0,21502,NaN,NaN,NaN,NaN,0,0,13.656681,recent-improved,1,6
1,MSCSO,26,20271027,313.139692442178,13.1524738,1,0,21460,NaN,NaN,NaN,NaN,0,0,13.170505,recent-improved,1,6
1,MSCSO,27,20271028,388.121527402022,13.4930785,1,0,21437,NaN,NaN,NaN,NaN,0,0,13.5149118,recent-improved,1,6
1,MSCSO,28,20271029,296.483455550281,12.4681534,1,0,21513,NaN,NaN,NaN,NaN,0,0,12.4881224,recent-improved,1,6
1,MSCSO,29,20271030,311.710063282562,12.8766429,1,0,21347,NaN,NaN,NaN,NaN,0,0,12.8941245,recent-improved,1,6
1,MSCSO,30,20271031,324.846844068973,13.1700532,1,0,21453,NaN,NaN,NaN,NaN,0,0,13.194429,recent-improved,1,6
1,CVF-AE,1,20270731,296.574506923489,6.3968553,1,0,9568,0,0.2379902,516,194,22,21,0.0065762,formal-main,1,7
1,CVF-AE,2,20270732,298.506821389739,5.9883084,1,0,9564,0,0.0425458,515,139,19,14,0.0023105,formal-main,1,7
1,CVF-AE,3,20270733,295.996239136792,5.939979,1,0,9563,0,0.0315167,515,159,18,14,0.0032155,formal-main,1,7
1,CVF-AE,4,20270734,294.442362642541,5.9244567,1,0,9573,0,0.0286174,516,115,27,26,0.0034421,formal-main,1,7
1,CVF-AE,5,20270735,301.257025247525,5.891932,1,0,9567,0,0.0339068,515,152,22,17,0.0038653,formal-main,1,7
1,CVF-AE,6,20270736,302.668740879568,5.978704,1,0,9602,21,0.4093106,517,119,55,52,0.0028654,formal-main,1,7
1,CVF-AE,7,20270737,298.652379481839,5.9377069,1,0,9606,26,0.4836557,517,188,59,53,0.0024956,formal-main,1,7
1,CVF-AE,8,20270738,301.265288020359,5.9064239,1,0,9560,0,0.0280441,511,123,19,18,0.0026519,formal-main,1,7
1,CVF-AE,9,20270739,300.047950753167,5.8801436,1,0,9563,0,0.0244536,512,118,21,18,0.0021919,formal-main,1,7
1,CVF-AE,10,20270740,291.998598328339,5.8949411,1,0,9564,0,0.0292481,514,140,20,19,0.0017731,formal-main,1,7
1,CVF-AE,11,20270741,300.345445259373,5.9244589,1,0,9567,0,0.0256846,515,137,22,22,0.0020902,formal-main,1,7
1,CVF-AE,12,20270742,297.064635664865,5.8746172,1,0,9572,0,0.0262016,516,136,26,24,0.0021737,formal-main,1,7
1,CVF-AE,13,20270743,297.279107194127,5.8810258,1,0,9566,2,0.0597963,517,196,19,17,0.002879,formal-main,1,7
1,CVF-AE,14,20270744,296.134087898947,5.9499162,1,0,9576,0,0.0301789,517,151,29,28,0.0019983,formal-main,1,7
1,CVF-AE,15,20270745,300.563633363141,5.9036685,1,0,9572,6,0.1414152,517,160,25,22,0.0019293,formal-main,1,7
1,CVF-AE,16,20270746,301.38890554116,5.8756304,1,0,9555,0,0.0244809,512,138,13,13,0.0019177,formal-main,1,7
