Scene,Algorithm,Mean,Std,Rank,Feasibility,AvgRuntime,AvgNEvals,AvgFirstFeasibleIter,AvgRepairCount,AvgRepairSuccessCount,AvgViabilityFieldCount,AvgViabilityFieldSuccessCount
1,GDSAO,315.75422251274,8.29126014009976,2,1,10.6612001,17955,NaN,NaN,NaN,0,0
1,ERIME,322.989264095134,12.0173974372193,3,1,6.82150923666667,9483,NaN,NaN,NaN,0,0
1,MSCSO,314.345331601272,19.2806929297655,1,1,13.31786533,21449.0666666667,NaN,NaN,NaN,0,0
2,GDSAO,307.067485878931,18.8775766793904,2,1,11.4291836933333,17955,NaN,NaN,NaN,0,0
2,ERIME,316.19319183287,28.5245034056776,3,1,6.28235261666667,9484.7,NaN,NaN,NaN,0,0
2,MSCSO,291.167989109054,15.7347313951818,1,1,13.4843612533333,21461.7333333333,NaN,NaN,NaN,0,0
4,GDSAO,346.847441570472,3.81752402471026,1,1,11.3887188766667,17955,NaN,NaN,NaN,0,0
4,ERIME,360.234716521464,21.6703632105875,2,1,7.05888226666667,9481.8,NaN,NaN,NaN,0,0
4,MSCSO,402.271223187677,189.022943849173,3,0.933333333333333,15.3013203933333,21444.7666666667,NaN,NaN,NaN,0,0
