FigureSet,Scene,DisplayName,Algorithm,Run,SelectionTier,SelectionDistance,BestFitness,Feasible,Violation,VisualReviewFlag,HighAltitudeFlag,BoundaryHugFlag,ExcessiveDetourFlag,ControlPointEdgeFlag,MeanZ,MaxZ,HighAltitudeFrac,BoundaryHugFrac,DetourRatio
extended,2,CVF-AE,CVF-AE,28,feasible_clean_median,0.00990386096651719,301.133738373621,1,0,0,0,0,0,0,16.4054678989677,18.1556274180261,0,0.0904522613065327,1.16330946781185
extended,2,CPO,CPO,19,feasible_flagged_median,0.00364068333698242,277.611321573823,1,0,1,1,0,0,0,28.5912337202081,31.1132057595097,0.881818181818182,0,1.10760586397963
extended,2,DBO,DBO,12,feasible_clean_median,14.8162684263635,356.231485987192,1,0,0,0,0,0,0,12.8719263919518,18,0,0.422110552763819,1.34254572914412
extended,2,GDSAO,GDSAO,24,feasible_clean_median,13.2828398392274,312.031432467727,1,0,0,0,0,0,0,11.9425456216258,18,0,0.331658291457286,1.21479392610629
extended,2,MSCSO,MSCSO,22,feasible_clean_median,0.0669711064720104,285.288625437225,1,0,0,0,0,0,0,11.1214852024132,18,0,0.361809045226131,1.17315096153387
extended,2,ERIME,ERIME,9,feasible_clean_median,1.89849829974548,301.904661387248,1,0,0,0,0,0,0,10.1140112108986,18,0,0.281407035175879,1.18265933731209
