FigureSet,Scene,DisplayName,Algorithm,Run,SelectionTier,SelectionDistance,BestFitness,Feasible,Violation,VisualReviewFlag,HighAltitudeFlag,BoundaryHugFlag,ExcessiveDetourFlag,ControlPointEdgeFlag,MeanZ,MaxZ,HighAltitudeFrac,BoundaryHugFrac,DetourRatio
main,1,CVF-AE,CVF-AE,27,feasible_clean_median,0.17806157681099,298.150698236117,1,0,0,0,0,0,0,12.3418793991678,18,0,0.0201005025125628,1.05787822237207
main,1,CPO,CPO,14,feasible_clean_median,6.47683701829351,290.995723585806,1,0,0,0,0,0,0,15.427668942769,18,0,0.14572864321608,1.20238679266235
main,1,DBO,DBO,15,feasible_clean_median,8.25622195558299,333.121184671957,1,0,0,0,0,0,0,16.5039939023169,20.433488704677,0,0.371859296482412,1.25121253131683
main,1,GWO,GWO,11,feasible_clean_median,9.90919101097052,332.439810318122,1,0,0,0,0,0,0,14.4945574216955,18,0,0.532663316582915,1.21111873849462
main,1,AE,AE,20,feasible_clean_median,0.86135607525398,363.291697968961,1,0,0,0,0,0,0,20.5929165876615,23.7322114800339,0,0,1.13224567635126
