Scene,Algorithm,NumRuns,FeasibleRate,MeanBestFitness,StdBestFitness,MeanFinalViolation,MeanRuntime,MeanNEvals,MeanFirstFeasibleIter,MeanRepairCount,MeanRepairSuccessCount,MeanViabilityFieldCount,MeanViabilityFieldSuccessCount,MeanViabilityFieldNorm,MeanCVFObstacleFrac,MeanCVFNFZFrac,MeanCVFRiskFrac,MeanCVFAltitudeFrac,MeanCVFCurvatureFrac,MeanCVFBoundaryFrac,Rank
2,Base-AE,5,0.2,2661.47415457176,1367.46810580173,12.2,0.85075148,1620,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,4
2,CVF-AE,5,1,331.596051457275,11.7298276095683,0,1.46858806,1859.6,15.8,97.4,65.4,142.2,104,3.36216445581223,0.555,0,0,0.025,0.025,0.295,2
2,CVF-AE-w/o-CVF,5,1,323.538894151239,12.4899837259373,0,1.1554577,1703.6,16.2,83.6,48.4,0,0,0,0,0,0,0,0,0,1
2,CVF-AE-w/o-Init,5,0.6,755.567599393688,623.896536342556,2,1.13092672,1730.8,41.6666666666667,31,19.8,79.8,61,2.01920424036159,0.5575,0,0,0.025,0.0125,0,3
4,Base-AE,5,0,1899.17599927304,168.717094610972,9.2,0.86870242,1620,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,4
4,CVF-AE,5,1,385.776932631909,23.7561791448407,0,1.33151562,1814,0,34,23.8,160,80.8,4.20929963786102,0.0925,0,0,0,0,0.9075,1
4,CVF-AE-w/o-CVF,5,1,400.580022713834,6.42352373352467,0,1.00465702,1650.2,0,30.2,24.4,0,0,0,0,0,0,0,0,0,2
4,CVF-AE-w/o-Init,5,0.2,1466.27686615619,699.158404770749,6.8,1.39566526,1804.4,51,76,31,108.4,90.8,3.01645449662879,0.76,0,0,0,0,0,3
