Condition,N,MeanFitness,StdFitness,MedianFitness,FeasibleRate,MeanViolation,MeanNEvals,MeanCVFTriggers
template_on,30,344.242892302983,18.8064941590282,341.417587987789,1,0,9362.66666666667,88.8666666666667
template_off,30,477.179717154929,280.629706202649,342.471548963437,0.733333333333333,0.866666666666667,9680.96666666667,355.033333333333
