NTemplateOn,NTemplateOff,TemplateOnMean,TemplateOffMean,RankSumP,RejectAt005,RankSumStatistic,CliffsDeltaTemplateOnLowerBetter,TemplateOnFeasible,TemplateOffFeasible,FeasibleRateFisherP
30,30,344.242892302983,477.179717154929,0.652043622400636,0,884,0.00888888888888889,30,22,0.00457506239069195
