Scene,Algorithm,RunFile,BestFitness,Feasible,Violation,MeanZ,MaxZ,MinZ,StdZ,HighThreshold,HighAltitudeFrac,VeryHighThreshold,VeryHighAltitudeFrac,PathLength,DetourRatio,BoundaryBand,MinBoundaryDist,MeanBoundaryDist,BoundaryHugFrac,ControlPointBoundaryHugFrac,NumControlPoints,HighAltitudeFlag,BoundaryHugFlag,ExcessiveDetourFlag,ControlPointEdgeFlag,VisualReviewFlag
1,AE,scene1_AE_run027.mat,354.79516955824,1,0,25.7137878853852,32.8022358293894,12,5.53543780417052,24,0.568181818181818,32,0.195454545454545,140.559079267334,1.10311142423128,8,13.0900967153791,28.8410019664537,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run006.mat,360.64451388989,1,0,25.675272716945,28.7907698523883,12,3.33846987759727,24,0.804545454545455,32,0,143.603851229383,1.12700687625774,8,10.273217093939,34.4281575670704,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run019.mat,361.45326724139,1,0,28.0889260085529,30.0656670492214,12,3.50294885134581,24,0.881818181818182,32,0,150.596437845427,1.18188488357887,8,8.82981208093786,33.948091097588,0,0.166666666666667,8,1,0,0,0,1
1,AE,scene1_AE_run023.mat,363.28776814809,1,0,29.9322240938027,32.8653995607314,12,4.27132099229255,24,0.886363636363636,32,0.559090909090909,149.547345032287,1.17365157504209,8,8.62375201540435,25.3630460637746,0,0.166666666666667,8,1,0,0,0,1
1,AE,scene1_AE_run029.mat,365.014410119469,1,0,25.8275672764536,28.9812239371046,12,3.11816727062001,24,0.854545454545454,32,0,152.100587793942,1.19368949271983,8,12.8980152117377,32.9119429192794,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run016.mat,366.589208800534,1,0,31.7756633674388,35.9891048864941,12,4.94383767205435,24,0.922727272727273,32,0.586363636363636,146.349294469207,1.14855318844344,8,11.0621079242486,28.3822872673481,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run011.mat,368.659326793967,1,0,23.9565197445057,27.0764808937772,12,2.79398186614148,24,0.545454545454545,32,0,145.531081309397,1.14213182961875,8,8.99992386729787,25.976914950519,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run003.mat,376.586336169026,1,0,25.5611739577948,28.9176528567108,12,3.48423723926011,24,0.777272727272727,32,0,145.213340290999,1.13963818958377,8,13.9870777144291,30.4255490657649,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run007.mat,377.373130360499,1,0,24.4146689409415,28.4550086292708,12,3.97717292871727,24,0.604545454545454,32,0,161.35670227783,1.26633172746121,8,5.03123564882473,14.5835567378066,0.110552763819095,0.166666666666667,8,1,0,0,0,1
1,AE,scene1_AE_run004.mat,402.103765992682,1,0,24.6716117655086,28.4699200824245,12,3.56606166463286,24,0.731818181818182,32,0,149.516007624279,1.1734056382235,8,11.8913497750494,29.8489104661559,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run014.mat,439.362631062512,1,0,27.9252413629502,33.9615188174097,12,5.92758623962989,24,0.740909090909091,32,0.318181818181818,153.434743039665,1.2041599788736,8,12.7819824403311,38.2715593006524,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run017.mat,448.835215366402,1,0,25.7983834669635,28.9401636871075,12,2.74871600253341,24,0.890909090909091,32,0,156.77383612091,1.23036527093793,8,16.3911264277106,32.257451440993,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run021.mat,586.906851980242,1,0,24.562705803822,30.8945219125921,12,4.91186043520707,24,0.572727272727273,32,0,182.384148290655,1.43135568777783,8,13.160483118691,38.0165951159317,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run025.mat,604.362371511353,0,1,24.6750676618119,28.7933505307008,12,4.62663976063499,24,0.7,32,0,156.30310570274,1.22667096598997,8,13.8268419771368,27.4620766817808,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run010.mat,779.524151249082,0,1,23.4026652453944,27.6407381419849,12,4.42094460806183,24,0.609090909090909,32,0,202.26730718388,1.58739925208723,8,14.9842890364267,38.6634848081175,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run030.mat,1070.13197761793,0,4,24.1341004213088,28.0051993204463,12,3.1712680505587,24,0.531818181818182,32,0,149.497629746752,1.17326140814773,8,13.1237411023286,41.7870806795063,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run028.mat,1091.00970755465,0,3,25.1141697809449,29.9526855186347,12,4.38805609704194,24,0.7,32,0,188.49398326552,1.47930583654142,8,15.4989212289662,28.8601664398801,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run026.mat,1119.92249850256,0,4,25.408433891828,30.4051331559101,12,3.25949300677013,24,0.795454545454545,32,0,167.154183449997,1.31183051520312,8,10.1654456515766,38.1906295968354,0,0,8,1,0,0,0,1
1,AE,scene1_AE_run020.mat,1131.47541718773,0,4,24.6761640153118,29.6181507939519,12,3.4254250654522,24,0.75,32,0,162.709322527565,1.27694712746174,8,15.4873330879112,39.2675973202963,0,0,8,1,0,0,0,1
1,ERIME,scene1_ERIME_run022.mat,299.389318661528,1,0,18.6778165474516,19.4376489835181,12,1.4822094901103,24,0,32,0,155.302255983858,1.21881627055093,8,1.36502696433971,6.07199061900512,0.738693467336683,0.833333333333333,8,0,1,0,1,1
1,ERIME,scene1_ERIME_run029.mat,300.885327858517,1,0,27.0501771190308,31.589826783424,12,4.05832696617666,24,0.786363636363636,32,0,149.407995178674,1.17255795365323,8,5.5980283451029,14.5507891080522,0.206030150753769,0.333333333333333,8,1,0,0,0,1
1,ERIME,scene1_ERIME_run027.mat,303.994673359026,1,0,27.6668370227406,31.6644805291699,12,3.60923704338541,24,0.881818181818182,32,0,152.408869279377,1.19610889408639,8,1.79993387590464,10.1527996529299,0.477386934673367,0.5,8,1,0,0,0,1
1,ERIME,scene1_ERIME_run020.mat,308.308420615312,1,0,23.2711376294524,25.5765629241167,12,2.7289226685788,24,0.531818181818182,32,0,159.460453328052,1.25144991484128,8,3.90840807140567,13.2935676548875,0.246231155778894,0.5,8,1,0,0,0,1
1,ERIME,scene1_ERIME_run001.mat,310.076333854777,1,1.59872115546023e-14,8.87311178878045,18,8,1.71798767436545,24,0,32,0,159.970109762496,1.25544971220903,8,1.56285312079909,8.87712803768048,0.487437185929648,0.666666666666667,8,0,0,0,1,1
1,ERIME,scene1_ERIME_run002.mat,312.733033091395,1,0,20.504907735536,28.9948217946622,12,5.17417305105084,24,0.295454545454545,32,0,142.591864897435,1.11906478038064,8,5.17402223996497,14.04775944974,0.371859296482412,0.666666666666667,8,0,0,0,1,1
1,ERIME,scene1_ERIME_run003.mat,313.62385046115,1,0,22.2507855104606,26.2675187014443,12,4.50507980415618,24,0.554545454545455,32,0,141.832869106997,1.11310816105914,8,6.39567041476106,18.8212182925448,0.125628140703518,0.5,8,1,0,0,0,1
1,ERIME,scene1_ERIME_run006.mat,317.301652499503,1,0,35.0774344886588,39.662322961908,12,5.81171426208074,24,0.918181818181818,32,0.809090909090909,156.520206195721,1.22837477648206,8,3.36557930335084,17.9646176304409,0.150753768844221,0.333333333333333,8,1,0,0,0,1
1,ERIME,scene1_ERIME_run008.mat,318.307667067359,1,0,29.5305322474935,32.8612445286856,12,4.25973026242429,24,0.886363636363636,32,0.418181818181818,157.040070668884,1.23245468681149,8,1.14278023979071,8.56061922417388,0.597989949748744,0.666666666666667,8,1,0,0,1,1
1,ERIME,scene1_ERIME_run014.mat,318.669989662046,1,0,12.5468361827309,18.0849579663837,10.9888753476509,2.1738164197809,24,0,32,0,150.986750107157,1.18494806467807,8,5.92555376335108,9.3687382296178,0.447236180904523,0.833333333333333,8,0,0,0,1,1
1,ERIME,scene1_ERIME_run026.mat,319.289808657531,1,6.21724893790088e-15,8.87045434878089,18,8,1.72881256847876,24,0,32,0,154.755361547604,1.21452422834615,8,0.377575774464496,4.68456870482666,0.819095477386935,1,8,0,1,0,1,1
1,ERIME,scene1_ERIME_run021.mat,321.005411896921,1,0,15.7461897907683,18,12,1.7076901033045,24,0,32,0,154.208772613265,1.2102345837286,8,5.10598261385221,10.3665620721773,0.396984924623116,0.666666666666667,8,0,0,0,1,1
1,ERIME,scene1_ERIME_run025.mat,322.758082145577,1,0,28.734598586621,34.5031982046995,12,3.60250865368357,24,0.913636363636364,32,0.131818181818182,149.54957105704,1.17366904494406,8,5.9918531665546,13.9821180986354,0.185929648241206,0.333333333333333,8,1,0,0,0,1
1,ERIME,scene1_ERIME_run023.mat,326.474208442501,1,0,27.1412944217575,31.5378766019256,12,5.89238273031645,24,0.763636363636364,32,0,152.091159135792,1.19361549635777,8,2.46606259285846,14.8552260794919,0.21608040201005,0.333333333333333,8,1,0,0,0,1
1,ERIME,scene1_ERIME_run028.mat,327.470206165059,1,0,26.2370339178787,33.7087763503873,12,5.28637089259147,24,0.663636363636364,32,0.2,141.273625401975,1.10871920146184,8,6.32614804112731,19.0163133699519,0.160804020100503,0.333333333333333,8,1,0,0,0,1
1,ERIME,scene1_ERIME_run005.mat,333.260489043234,1,2.8421709430404e-14,8.75764019607123,18,8,1.74712048683657,24,0,32,0,155.913015707167,1.22360952924154,8,0.0756053185647895,3.49138017725713,0.829145728643216,1,8,0,1,0,1,1
1,ERIME,scene1_ERIME_run030.mat,334.377387452703,1,0,17.6040285704438,18.2905686549559,12,0.957424320083243,24,0,32,0,155.857817514345,1.22317633234373,8,2.06656152447074,8.25955334462684,0.623115577889447,0.833333333333333,8,0,0,0,1,1
1,ERIME,scene1_ERIME_run013.mat,337.475280660351,1,0,30.5033470341218,32.9626337054945,12,4.32258924555297,24,0.9,32,0.636363636363636,164.613603784051,1.29189197784016,8,1.40589548654448,9.3278755178847,0.50251256281407,0.5,8,1,0,0,0,1
1,ERIME,scene1_ERIME_run011.mat,340.510452180415,1,0,10.9747501910236,18,9.45452664378064,2.18155151304448,24,0,32,0,158.497123626537,1.24388967750491,8,2.43652325097737,8.62599988388092,0.49748743718593,0.833333333333333,8,0,0,0,1,1
1,ERIME,scene1_ERIME_run018.mat,365.671750882952,1,0,34.8082708451545,38.0185400835413,12,5.55118713730497,24,0.918181818181818,32,0.809090909090909,184.858365613664,1.45077341169342,8,1.41956863421491,4.01792085848128,1,1,8,1,1,0,1,1
1,GWO,scene1_GWO_run004.mat,312.368294333218,1,0,14.9939540540176,18,11.3004226146478,2.24934778672798,24,0,32,0,159.908761156262,1.25496824670179,8,1.45050409093687,9.2365217264493,0.4321608040201,0.666666666666667,8,0,0,0,1,1
