Scene,Algorithm,Run,Seed,BestFitness,Runtime,Feasible,Violation,NEvals,FirstFeasibleIter,FirstFeasibleTime,RepairCount,RepairSuccessCount,ViabilityFieldCount,ViabilityFieldSuccessCount,WallClock
1,AE,19,20270843,1027.68597228588,5.3250048,0,3,9030,NaN,NaN,NaN,NaN,0,0,5.3423226
1,AE,20,20270844,802.643344599476,5.6653692,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.6859282
1,AE,21,20270845,353.434255988305,5.5466842,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.565351
1,AE,22,20270846,1071.06098892966,5.2674431,0,4,9030,NaN,NaN,NaN,NaN,0,0,5.284826
1,AE,23,20270847,1153.21082289984,5.4748441,0,4,9030,NaN,NaN,NaN,NaN,0,0,5.4948289
1,AE,24,20270848,660.819614222831,5.4130422,0,1,9030,NaN,NaN,NaN,NaN,0,0,5.4305115
1,AE,25,20270849,473.048009060274,5.3627385,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.3834233
1,AE,26,20270850,363.291697968961,5.7037358,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.7215186
1,AE,27,20270851,1052.29038780438,5.5384411,0,3,9030,NaN,NaN,NaN,NaN,0,0,5.5616289
1,AE,28,20270852,1241.41406325747,5.3444602,0,4.24399855402939,9030,NaN,NaN,NaN,NaN,0,0,5.3620844
1,AE,29,20270853,383.907270269253,6.0637747,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.0854437
1,AE,30,20270854,761.602791335153,5.8919188,0,1,9030,NaN,NaN,NaN,NaN,0,0,5.9184008
1,PSO,1,20270925,366.695176246093,6.1913153,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.2175824
1,PSO,2,20270926,395.826796203383,5.7907045,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.8142308
1,PSO,3,20270927,358.023180077484,5.6388318,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.659886
1,PSO,4,20270928,312.940700600416,5.7615049,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.782301
1,PSO,5,20270929,341.254632769655,5.8098036,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.844002
1,PSO,6,20270930,330.224245538048,5.2563615,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.277584
1,PSO,7,20270931,410.508479688738,5.2609185,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.2794155
1,PSO,8,20270932,270.633620662372,5.1687366,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.1861516
1,PSO,9,20270933,383.591251788985,5.2981561,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.3224986
1,PSO,10,20270934,1131.51377095827,5.0902957,0,4,9030,NaN,NaN,NaN,NaN,0,0,5.1082115
1,PSO,11,20270935,302.331957245292,5.1159032,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.1332712
1,PSO,12,20270936,321.58647232183,5.086638,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.1047337
1,PSO,13,20270937,346.730744341142,5.5976667,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.6162321
1,PSO,14,20270938,280.379653544328,7.1134974,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.1318098
1,PSO,15,20270939,328.483545780227,6.7832546,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.8119088
1,PSO,16,20270940,296.245288332732,6.3404343,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.3639982
1,PSO,17,20270941,320.195360773249,5.967194,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.9887343
1,PSO,18,20270942,364.457510368968,5.4643005,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.4886918
1,PSO,19,20270943,332.342831589366,5.6872838,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.7088591
1,PSO,20,20270944,351.591124662974,5.5802428,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.59932
1,PSO,21,20270945,313.243392871376,6.2697321,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.2884908
1,PSO,22,20270946,706.797940505877,6.1914903,0,2,9030,NaN,NaN,NaN,NaN,0,0,6.2115681
1,PSO,23,20270947,457.163800928268,5.8672677,0,1,9030,NaN,NaN,NaN,NaN,0,0,5.8900433
1,PSO,24,20270948,425.391840171516,6.9816653,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.0018007
1,PSO,25,20270949,338.369187147743,5.7955597,1,1.06581410364015e-13,9030,NaN,NaN,NaN,NaN,0,0,5.8233892
1,PSO,26,20270950,344.905999762296,5.6606539,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.6791224
1,PSO,27,20270951,462.925694704446,5.8171866,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.8347266
1,PSO,28,20270952,307.895406183949,5.2259848,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.2460512
1,PSO,29,20270953,309.846174113123,6.0828138,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.1003448
1,PSO,30,20270954,331.411853837369,6.5481874,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.5695244
1,GWO,1,20271025,409.158926059824,6.4563175,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.4826667
1,GWO,2,20271026,348.827426065549,6.5323495,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.5596716
1,GWO,3,20271027,332.275105453707,6.468454,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.4965893
1,GWO,4,20271028,309.720375358973,7.0669454,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.0911067
1,GWO,5,20271029,338.57271666015,6.741692,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.7746599
1,GWO,6,20271030,315.174102898681,6.9005073,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.9303508
1,GWO,7,20271031,318.23101425286,6.7195644,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.746309
1,GWO,8,20271032,312.441339141815,5.8730565,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.891418
1,GWO,9,20271033,331.205380435683,6.0347232,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.0537725
1,GWO,10,20271034,365.081354530309,5.720052,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.7423185
1,GWO,11,20271035,327.89155114485,6.1869458,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.2050882
1,GWO,12,20271036,313.360195989185,5.8897229,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.9077678
1,GWO,13,20271037,467.737535524682,6.4876716,0,1,9030,NaN,NaN,NaN,NaN,0,0,6.5074004
1,GWO,14,20271038,359.689794504658,6.0637847,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.0881174
1,GWO,15,20271039,313.421789376164,5.9426267,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.9638871
1,GWO,16,20271040,317.149380625347,5.6541816,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.6778847
1,GWO,17,20271041,332.439810318122,5.593085,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.6118238
1,GWO,18,20271042,316.33234956694,5.6330458,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.6516827
1,GWO,19,20271043,326.016616185544,5.8922459,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.9115136
1,GWO,20,20271044,319.353423415779,6.0390088,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.0590847
1,GWO,21,20271045,312.238564361339,5.9234439,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.9446557
1,GWO,22,20271046,318.072601320549,6.5514877,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.5796022
1,GWO,23,20271047,356.751719522084,6.613422,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.6337027
1,GWO,24,20271048,313.87883827095,6.1377333,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.1590363
1,GWO,25,20271049,330.866189714377,6.8985361,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.9247209
1,GWO,26,20271050,331.021220600857,6.7479849,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.776523
1,GWO,27,20271051,337.722150393067,5.9103762,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.9351781
1,GWO,28,20271052,337.976909579213,6.3791899,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.3989175
1,GWO,29,20271053,310.559939540028,5.5040653,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.5236714
1,GWO,30,20271054,336.131151576697,7.1771703,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.1983552
1,WOA,1,20271125,633.932801585008,6.0391227,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.0654235
1,WOA,2,20271126,1052.28855420653,6.534783,0,3,9030,NaN,NaN,NaN,NaN,0,0,6.5677838
1,WOA,3,20271127,1076.41472931146,6.2591985,0,4,9030,NaN,NaN,NaN,NaN,0,0,6.2806798
1,WOA,4,20271128,473.331762922776,5.6156726,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.6439113
1,WOA,5,20271129,1177.70527220408,6.0402031,0,3,9030,NaN,NaN,NaN,NaN,0,0,6.0648975
1,WOA,6,20271130,427.874370602827,6.2027457,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.2248311
1,WOA,7,20271131,638.357221289603,6.0285074,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.0550226
1,WOA,8,20271132,401.430036812477,7.0633417,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.089039
1,WOA,9,20271133,610.417690287703,6.2606896,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.2792929
1,WOA,10,20271134,673.09344754989,6.4718708,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.4961724
1,WOA,11,20271135,663.937759620584,6.1603035,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.1826449
1,WOA,12,20271136,510.473768876992,6.7075787,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.732843
1,WOA,13,20271137,375.186857285685,7.7025198,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.7303949
1,WOA,14,20271138,516.583188543574,7.5415048,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.5711889
1,WOA,15,20271139,487.829460356207,7.4195401,0,1,9030,NaN,NaN,NaN,NaN,0,0,7.4466256
1,WOA,16,20271140,386.683190634596,7.1558884,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.1850316
1,WOA,17,20271141,380.542771441271,7.0200145,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.0441122
1,WOA,18,20271142,1088.01655257136,6.9846525,0,3,9030,NaN,NaN,NaN,NaN,0,0,7.0112359
1,WOA,19,20271143,545.069602756465,7.2547358,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.2838366
1,WOA,20,20271144,449.984305662109,7.088195,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.1073514
1,WOA,21,20271145,404.104545196609,7.1424994,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.1707475
1,WOA,22,20271146,1000.09573394808,7.7417121,0,3,9030,NaN,NaN,NaN,NaN,0,0,7.7734346
1,WOA,23,20271147,547.619364995773,7.7786391,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.8054746
1,WOA,24,20271148,921.113851220291,7.7611992,0,2,9030,NaN,NaN,NaN,NaN,0,0,7.7911744
1,WOA,25,20271149,466.530127967381,7.3696818,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.3980817
1,WOA,26,20271150,714.771424055182,7.3897678,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.4171564
1,WOA,27,20271151,413.851061587678,7.0246974,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.0520037
1,WOA,28,20271152,478.259405047904,6.0918533,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.1135054
1,WOA,29,20271153,709.565918984213,5.263392,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.2911479
1,WOA,30,20271154,994.45681745094,6.2300961,0,3,9030,NaN,NaN,NaN,NaN,0,0,6.2482388
1,HHO,1,20271225,337.412875231509,8.1648104,1,0,11456,NaN,NaN,NaN,NaN,0,0,8.1936225
1,HHO,2,20271226,686.839289275018,8.1393361,0,2,11558,NaN,NaN,NaN,NaN,0,0,8.1646435
1,HHO,3,20271227,425.989703941734,7.3398241,0,1,11592,NaN,NaN,NaN,NaN,0,0,7.3653781
1,HHO,4,20271228,305.615333879815,7.3837556,1,0,11489,NaN,NaN,NaN,NaN,0,0,7.4024821
1,HHO,5,20271229,306.939261002505,7.7627079,1,0,11519,NaN,NaN,NaN,NaN,0,0,7.7955075
1,HHO,6,20271230,315.1825302462,7.3239861,1,0,11405,NaN,NaN,NaN,NaN,0,0,7.3540479
1,HHO,7,20271231,1002.27273604355,7.1781688,0,4,11541,NaN,NaN,NaN,NaN,0,0,7.203283
1,HHO,8,20271232,739.639823060173,7.8706075,0,2,11516,NaN,NaN,NaN,NaN,0,0,7.8883268
1,HHO,9,20271233,390.362535326051,7.2136302,1,0,11241,NaN,NaN,NaN,NaN,0,0,7.2313241
1,HHO,10,20271234,587.226811506288,8.2250792,1,0,11512,NaN,NaN,NaN,NaN,0,0,8.2491311
1,HHO,11,20271235,337.619227350546,9.8749553,1,0,11732,NaN,NaN,NaN,NaN,0,0,9.9017486
1,HHO,12,20271236,354.259138131919,8.8407801,1,0,11461,NaN,NaN,NaN,NaN,0,0,8.8688818
1,HHO,13,20271237,354.370682642704,8.6176433,1,0,11370,NaN,NaN,NaN,NaN,0,0,8.6464891
1,HHO,14,20271238,339.178429652251,9.8268874,1,0,11484,NaN,NaN,NaN,NaN,0,0,9.8552258
1,HHO,15,20271239,343.15426966949,9.1357878,1,0,11695,NaN,NaN,NaN,NaN,0,0,9.1652019
1,HHO,16,20271240,296.77766361536,9.120825,1,0,11771,NaN,NaN,NaN,NaN,0,0,9.148712
1,HHO,17,20271241,718.936965300337,8.9878074,0,2,11292,NaN,NaN,NaN,NaN,0,0,9.0155149
1,HHO,18,20271242,344.559573980524,8.4781937,1,0,11278,NaN,NaN,NaN,NaN,0,0,8.4974887
1,HHO,19,20271243,310.965146357622,9.754348,1,0,11525,NaN,NaN,NaN,NaN,0,0,9.7808568
1,HHO,20,20271244,396.30315097596,8.6598256,1,0,11667,NaN,NaN,NaN,NaN,0,0,8.6890241
1,HHO,21,20271245,746.238705445119,9.1835918,0,2,11386,NaN,NaN,NaN,NaN,0,0,9.2105855
1,HHO,22,20271246,351.012844906678,7.7265444,1,0,11422,NaN,NaN,NaN,NaN,0,0,7.7465047
1,HHO,23,20271247,344.873141758855,8.7667975,1,0,11466,NaN,NaN,NaN,NaN,0,0,8.7893806
1,HHO,24,20271248,360.208106499737,9.1760982,1,0,11375,NaN,NaN,NaN,NaN,0,0,9.2050432
1,HHO,25,20271249,423.886160145567,6.9564767,1,0,11529,NaN,NaN,NaN,NaN,0,0,6.9752255
1,HHO,26,20271250,346.620793739143,8.0387467,1,0,11370,NaN,NaN,NaN,NaN,0,0,8.0575624
1,HHO,27,20271251,319.346981368829,8.542625,1,0,11564,NaN,NaN,NaN,NaN,0,0,8.5709867
1,HHO,28,20271252,742.119198912936,8.5010297,0,2,11467,NaN,NaN,NaN,NaN,0,0,8.5197813
1,HHO,29,20271253,321.105031648553,8.2497569,1,0,11364,NaN,NaN,NaN,NaN,0,0,8.2771171
1,HHO,30,20271254,347.234025266232,8.1010529,1,0,11721,NaN,NaN,NaN,NaN,0,0,8.1295473
1,DBO,1,20271325,314.745078246187,5.9666738,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.9942302
1,DBO,2,20271326,345.8651995538,6.811361,1,4.44089209850063e-14,9030,NaN,NaN,NaN,NaN,0,0,6.8398024
1,DBO,3,20271327,375.056443812021,6.0935177,1,1.84741111297626e-13,9030,NaN,NaN,NaN,NaN,0,0,6.1146389
1,DBO,4,20271328,411.125429778021,5.9822526,1,4.44089209850063e-14,9030,NaN,NaN,NaN,NaN,0,0,6.0128938
1,DBO,5,20271329,334.008755328818,5.9774386,1,3.5527136788005e-14,9030,NaN,NaN,NaN,NaN,0,0,6.002191
1,DBO,6,20271330,354.593334404857,6.6298688,1,1.13686837721616e-13,9030,NaN,NaN,NaN,NaN,0,0,6.6497694
1,DBO,7,20271331,337.655683241508,7.1127533,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.1391417
1,DBO,8,20271332,308.473365293057,6.481209,1,3.81916720471054e-14,9030,NaN,NaN,NaN,NaN,0,0,6.5011408
1,DBO,9,20271333,346.81332686783,7.0410149,1,1.06581410364015e-13,9030,NaN,NaN,NaN,NaN,0,0,7.0592161
1,DBO,10,20271334,338.123260610798,6.7242051,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.7513827
1,DBO,11,20271335,334.310578810287,6.7100228,1,1.84741111297626e-13,9030,NaN,NaN,NaN,NaN,0,0,6.7325928
1,DBO,12,20271336,341.72017521668,6.6691781,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.688445
1,DBO,13,20271337,336.69074644187,6.4668913,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.4920832
1,DBO,14,20271338,331.479667782469,6.1444121,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.1649746
1,DBO,15,20271339,344.06148113451,6.4442218,1,3.81916720471054e-14,9030,NaN,NaN,NaN,NaN,0,0,6.4730088
1,DBO,16,20271340,371.152099848598,6.7806147,1,3.81916720471054e-14,9030,NaN,NaN,NaN,NaN,0,0,6.804028
1,DBO,17,20271341,368.222127382025,6.8831576,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.911012
1,DBO,18,20271342,348.388648993319,6.587425,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.6056557
1,DBO,19,20271343,400.505002847441,6.713878,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.7426845
1,DBO,20,20271344,358.589827997254,6.0326722,1,1.06581410364015e-13,9030,NaN,NaN,NaN,NaN,0,0,6.0609553
1,DBO,21,20271345,333.121184671957,6.0752272,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.0942413
1,DBO,22,20271346,315.431802557021,6.907023,1,4.44089209850063e-14,9030,NaN,NaN,NaN,NaN,0,0,6.9258406
1,DBO,23,20271347,339.162364746191,6.3396744,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.3649143
1,DBO,24,20271348,341.0346380384,6.5857352,1,3.5527136788005e-14,9030,NaN,NaN,NaN,NaN,0,0,6.6036878
1,DBO,25,20271349,386.52955531959,7.2921517,1,1.06581410364015e-13,9030,NaN,NaN,NaN,NaN,0,0,7.310522
1,DBO,26,20271350,334.989176822993,7.1289602,1,1.84741111297626e-13,9030,NaN,NaN,NaN,NaN,0,0,7.1617092
1,DBO,27,20271351,343.6312197708,6.1086664,1,2.8421709430404e-14,9030,NaN,NaN,NaN,NaN,0,0,6.1281007
1,DBO,28,20271352,322.599693114599,6.0800607,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.1045456
1,DBO,29,20271353,353.005093607394,5.4477701,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.4664568
1,DBO,30,20271354,348.305227687667,5.3405683,1,3.81916720471054e-14,9030,NaN,NaN,NaN,NaN,0,0,5.3586744
1,CPO,1,20271425,311.399081018645,5.8678741,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.8984801
1,CPO,2,20271426,308.77997820955,6.5449795,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.5719903
1,CPO,3,20271427,297.967427199873,6.8992508,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.9202782
1,CPO,4,20271428,298.451798596018,6.2038361,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.2343389
1,CPO,5,20271429,302.393697984643,5.1323138,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.1554221
1,CPO,6,20271430,294.870060523621,5.2004084,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.2189679
1,CPO,7,20271431,302.422509357073,6.437648,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.46565
1,CPO,8,20271432,302.054605207353,6.0966365,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.1222129
1,CPO,9,20271433,305.04372361738,6.885142,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.9050545
1,CPO,10,20271434,289.245703339362,5.756555,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.7748048
1,CPO,11,20271435,296.596675602241,5.6949124,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.7128342
1,CPO,12,20271436,297.277591747001,5.6197878,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.6402252
1,CPO,13,20271437,297.036552944247,5.7523612,1,0,9030,NaN,NaN,NaN,NaN,0,0,5.770676
1,CPO,14,20271438,300.379399092594,6.0763201,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.0942612
1,CPO,15,20271439,306.333716576613,6.2665193,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.2883775
1,CPO,16,20271440,296.670908454811,6.9737967,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.9926911
1,CPO,17,20271441,296.942495338755,7.3470166,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.3687212
1,CPO,18,20271442,300.340276847787,7.3699574,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.4003724
1,CPO,19,20271443,300.954697948443,6.4287634,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.4599021
1,CPO,20,20271444,290.995723585806,7.6489665,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.6689019
1,CPO,21,20271445,288.245967178119,7.8277198,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.8584754
1,CPO,22,20271446,298.557070951666,7.8762629,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.9072657
1,CPO,23,20271447,295.818584019401,7.8314593,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.8641875
1,CPO,24,20271448,297.381182535807,7.3142853,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.3409529
1,CPO,25,20271449,310.937367368949,7.2858717,1,0,9030,NaN,NaN,NaN,NaN,0,0,7.3117467
1,CPO,26,20271450,289.055709178289,6.7269348,1,0,9030,NaN,NaN,NaN,NaN,0,0,6.746077
