Scene,Algorithm,RunFile,BestFitness,Feasible,Violation,MeanZ,MaxZ,MinZ,StdZ,HighThreshold,HighAltitudeFrac,VeryHighThreshold,VeryHighAltitudeFrac,PathLength,DetourRatio,BoundaryBand,MinBoundaryDist,MeanBoundaryDist,BoundaryHugFrac,ControlPointBoundaryHugFrac,NumControlPoints,HighAltitudeFlag,BoundaryHugFlag,ExcessiveDetourFlag,ControlPointEdgeFlag,VisualReviewFlag
2,AE,scene2_AE_run001.mat,2091.40782077609,0,9,22.5282958798372,26.5174269818219,12,3.46841447793958,24,0.504545454545455,31,0,183.516423206233,1.44024181168569,8,13.2174262165245,27.1142018256456,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run016.mat,275.286649203427,1,0,27.3931816803725,29.3942436981209,12,3.16016286632115,24,0.881818181818182,31,0,140.370750719228,1.10163341673431,8,9.11732158268741,18.7515146844162,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run004.mat,275.620914848773,1,0,28.5409534162153,30.5412475771013,12,3.5723562631179,24,0.895454545454546,31,0,140.201675869279,1.10030651277691,8,9.58855025442575,30.0879189098112,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run005.mat,275.72167663252,1,0,27.8063314724225,29.4671234533931,12,3.21401901573447,24,0.890909090909091,31,0,141.649255388272,1.11166715566961,8,9.64183315297848,19.4436839863235,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run017.mat,275.738854198669,1,0,27.5996602485867,29.4919132210753,12,3.28964913665108,24,0.877272727272727,31,0,141.68481301856,1.11194621290586,8,8.32634875038231,19.4807656723513,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run021.mat,276.120546295201,1,0,28.5743964298567,30.201408529901,12,3.4824043450288,24,0.895454545454546,31,0,141.171860190901,1.10792054535573,8,10.1093411495658,21.0782750826043,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run013.mat,276.530746868045,1,0,27.6869887985661,29.3371749872326,12,3.30948251181961,24,0.881818181818182,31,0,140.46609547019,1.10238168489724,8,9.17595784943725,20.7565724724696,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run019.mat,276.796548277161,1,0,27.6748689805569,29.440816857808,12,3.32101679385332,24,0.881818181818182,31,0,140.235778565565,1.10057415165207,8,8.62812882619455,22.3746350786031,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run023.mat,276.890591460308,1,0,28.6258009226587,30.4836644637938,12,3.55406479345612,24,0.895454545454546,31,0,142.121038907597,1.11536972538368,8,9.92703451365378,21.2462540002697,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run030.mat,276.941097404479,1,0,28.4246964217914,30.7897112861573,12,3.97149648247734,24,0.872727272727273,31,0,140.466975057734,1.10238858792388,8,9.39056586691634,27.5482082934535,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run008.mat,277.085998724898,1,0,29.2630822913272,31.4319179776324,12,3.84737569696032,24,0.895454545454546,31,0.490909090909091,139.645924205238,1.09594495881088,8,9.34473521389997,32.0086905339043,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run018.mat,277.271344496773,1,0,28.3440559980168,30.1746755237322,12,3.49645079645538,24,0.886363636363636,31,0,140.653951045921,1.10385598049433,8,9.05472673015899,24.4716950758836,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run007.mat,277.341886980312,1,0,28.9228357612216,31.335665384929,12,3.79760929323679,24,0.886363636363636,31,0.218181818181818,140.877516234298,1.10561052608928,8,10.0138278895671,29.5941277582165,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run022.mat,277.353624173482,1,0,28.3883912303906,30.2353004523427,12,3.56798257727823,24,0.886363636363636,31,0,140.024433058288,1.09891550644216,8,9.34534998430706,22.5057306077408,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run025.mat,277.611321573823,1,0,28.5912337202081,31.1132057595097,12,3.86405010380408,24,0.881818181818182,31,0.131818181818182,141.131763312639,1.10760586397963,8,9.55459265021468,26.0156717930094,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run020.mat,277.618602940497,1,0,29.1069337622393,30.9730393497949,12,3.51325860515703,24,0.904545454545455,31,0,141.414277889281,1.10982304595486,8,11.6755809957545,28.1206428512631,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run012.mat,277.716199169016,1,0,27.4440926061822,29.572924551715,12,3.30475137203086,24,0.877272727272727,31,0,139.818495698139,1.09729930451596,8,8.02826818491583,21.3159478750907,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run011.mat,277.739879591271,1,0,29.0456215082589,31.6201097765884,12,3.74089451854122,24,0.895454545454546,31,0.35,141.644448487816,1.11162943098591,8,9.73921687920954,26.8630255169298,0,0,8,1,0,0,0,1
2,CPO,scene2_CPO_run003.mat,277.922611530697,1,0,29.6478082197951,31.5026327649848,12,3.77587952640813,24,0.904545454545455,31,0.695454545454545,141.555966286222,1.11093502029448,8,9.15381387773795,20.6392942917994,0,0,8,1,0,0,0,1
