Scene,Algorithm,NumRuns,FeasibleRate,MeanBestFitness,MeanZ,MeanMaxZ,MeanHighAltitudeFrac,MeanVeryHighAltitudeFrac,MeanDetourRatio,MeanBoundaryDist,MeanBoundaryHugFrac,MeanControlPointBoundaryHugFrac,HighAltitudeFlagRate,BoundaryHugFlagRate,ExcessiveDetourFlagRate,ControlPointEdgeFlagRate,VisualReviewFlagRate
1,CVF-AE,30,1,305.769173510165,14.945661506702,18.0008495868478,0,0,1.05981767837263,22.9849556393517,0.0122278056951424,0.0777777777777778,0,0,0,0,0
1,AE,30,0.4,777.351967299596,24.3306978355955,28.4483343203926,0.589393939393939,0.0251515151515152,1.29035474173061,32.8288172085957,0.00569514237855946,0.0222222222222222,0.7,0,0.0333333333333333,0,0.7
1,PSO,30,0.9,384.78358779065,25.4614884129416,30.8230936097193,0.546212121212121,0.329545454545455,1.1946428165796,18.6133669651411,0.22964824120603,0.327777777777778,0.6,0.0666666666666667,0,0.233333333333333,0.733333333333333
1,GWO,30,0.966666666666667,335.309982412933,13.3999557118824,18.0383018400481,0,0,1.23237357689575,7.70834357301109,0.579396984924623,0.7,0,0.366666666666667,0,0.8,0.8
1,WOA,30,0.733333333333333,640.650719832508,31.5580023371499,34.7854882670246,0.865757575757576,0.605151515151515,1.46590960915454,14.3039795108776,0.155778894472362,0.233333333333333,0.966666666666667,0.166666666666667,0.133333333333333,0.166666666666667,0.966666666666667
1,HHO,30,0.766666666666667,439.875004562707,20.5634201891514,24.9725393838816,0.322121212121212,0.141060606060606,1.2210324034885,12.0063865006252,0.414907872696817,0.522222222222222,0.333333333333333,0.333333333333333,0,0.433333333333333,0.666666666666667
1,DBO,30,1,347.313006330932,23.3446350841882,30.6611411193504,0.473030303030303,0.338030303030303,1.26971763837819,8.44912416309702,0.571524288107203,0.661111111111111,0.533333333333333,0.433333333333333,0,0.666666666666667,0.9
1,CPO,30,1,299.348314008142,26.1190385618378,28.9791031268999,0.667878787878788,0.141212121212121,1.14524813275971,19.7647948287528,0.0614740368509213,0.122222222222222,0.8,0,0,0,0.8
2,CVF-AE,30,1,321.080778427319,15.9631431863376,19.2616224235486,0.0407575757575758,0.0104545454545455,1.20557922930133,14.9120158389761,0.209715242881072,0.383333333333333,0.0666666666666667,0,0,0.166666666666667,0.233333333333333
2,AE,30,0.0333333333333333,2241.49227753224,24.6704857170625,28.755165987859,0.602878787878788,0.0275757575757576,1.38792677834515,37.2861798683281,0.0184254606365159,0.0388888888888889,0.7,0,0.0333333333333333,0,0.7
2,PSO,30,0.533333333333333,761.050043018568,30.8070209564004,35.6270908176795,0.758636363636364,0.605606060606061,1.35492031569782,18.6594770992842,0.34857621440536,0.505555555555556,0.866666666666667,0.233333333333333,0.0333333333333333,0.433333333333333,0.933333333333333
2,GWO,30,1,363.594579752911,15.3854945359074,21.4048855440469,0.126212121212121,0.0518181818181818,1.31838083578524,5.0690430078727,0.771189279731993,0.844444444444444,0.166666666666667,0.866666666666667,0,0.933333333333333,1
2,WOA,30,0.5,1194.81373251777,33.958475517978,36.7465689169364,0.925303030303031,0.768181818181818,1.52962992401327,12.736265036819,0.401340033500838,0.527777777777778,1,0.433333333333333,0.3,0.5,1
2,HHO,30,0.966666666666667,380.005831863352,24.107764274962,28.7548064078381,0.502727272727273,0.299545454545455,1.28903569700312,12.8551462908734,0.321943048576214,0.477777777777778,0.566666666666667,0.166666666666667,0.0333333333333333,0.4,0.866666666666667
2,DBO,30,1,353.836752289307,27.4811295308704,34.3669872603773,0.608181818181818,0.501363636363636,1.28644869015892,12.0595183486281,0.487437185929648,0.644444444444444,0.666666666666667,0.433333333333333,0,0.533333333333333,0.966666666666667
2,CPO,30,1,301.872589880177,33.4054281265731,36.511170803282,0.91530303030303,0.761212121212121,1.15454726328257,23.2918914698404,0.00871021775544389,0.0388888888888889,1,0,0,0,1
4,CVF-AE,30,1,352.568501703794,15.4021823758631,19.2348425123836,0,0,1.23940452336837,18.9476947190187,0.308877721943049,0.472222222222222,0,0.233333333333333,0,0.233333333333333,0.233333333333333
4,AE,30,0,1685.72715928075,16.8003443821552,18.4697279291118,0,0,1.20033445549428,40.921675911528,0,0,0,0,0,0,0
4,PSO,30,0.0666666666666667,1310.28005143256,14.7126884929183,19.5929235952824,0.0134848484848485,0.0104545454545455,1.38020704849609,34.9921932668619,0.0561139028475712,0.144444444444444,0.0333333333333333,0,0.0666666666666667,0.0666666666666667,0.133333333333333
4,GWO,30,0.5,698.486865052657,13.0915015795703,18.3647978571432,0,0,1.34230621647344,2.71490029739726,0.926968174204356,0.966666666666667,0,0.966666666666667,0.0333333333333333,1,1
4,WOA,30,0.0666666666666667,1534.91696946513,16.8132421183414,21.3651637843625,0.178484848484848,0.120757575757576,1.46558960870938,4.53847323468874,0.784087102177555,0.888888888888889,0.233333333333333,0.833333333333333,0.233333333333333,0.866666666666667,0.9
4,HHO,30,0.333333333333333,944.083308918726,12.5423557311221,19.1773684034254,0.0471212121212121,0.0221212121212121,1.25928984110292,4.76339119691719,0.852428810720268,0.933333333333333,0.0333333333333333,0.833333333333333,0,0.966666666666667,0.966666666666667
4,DBO,30,1,377.99308680098,13.3942862627887,20.2601560929795,0.0887878787878788,0.0787878787878788,1.3914555165211,3.49968211395595,0.897654941373535,0.922222222222222,0.166666666666667,0.9,0,0.966666666666667,1
