Scene,Algorithm,Run,Seed,BestFitness,Runtime,Feasible,Violation,NEvals,FirstFeasibleIter,FirstFeasibleTime,RepairCount,RepairSuccessCount,ViabilityFieldCount,ViabilityFieldSuccessCount,MeanViabilityFieldNorm,CVFObstacleFrac,CVFNFZFrac,CVFRiskFrac,CVFAltitudeFrac,CVFCurvatureFrac,CVFBoundaryFrac,CVFNoneFrac
1,Base-AE,1,20270730,598.539665636858,4.7213003,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,2,20270731,369.697138968983,4.4480206,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,3,20270732,1006.40327019904,4.4358122,0,3,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,4,20270733,1258.54948270679,4.3927412,0,4,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,5,20270734,392.78903611447,4.3391381,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,6,20270735,482.559323463985,4.4037619,0,1,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,7,20270736,804.324849450053,4.3564787,0,1,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,8,20270737,442.295398634212,4.3819953,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,9,20270738,403.174953120409,4.3786285,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,10,20270739,1532.96817979002,4.3332419,0,6,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,11,20270740,388.508029627643,4.3710151,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,12,20270741,540.269795338471,4.3741312,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,13,20270742,557.66112559308,4.341469,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,14,20270743,1040.14855945453,4.3630852,0,4,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,15,20270744,356.931386959883,4.3295102,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,16,20270745,542.998545397238,4.3687926,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,17,20270746,575.458923291388,4.3804373,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,18,20270747,583.399294375177,4.3313723,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,19,20270748,304.300558833919,4.3384243,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,20,20270749,950.420021783767,4.3426144,0,3,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,21,20270750,690.995955722211,4.3568122,0,1,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,22,20270751,350.464494072814,4.3648625,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,23,20270752,535.769805046958,4.3723065,0,1,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,24,20270753,386.218932253618,4.3285547,1,0,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
1,Base-AE,25,20270754,1144.5554284895,4.3390213,0,4,9030,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,1
