Scene,Algorithm,NumRuns,FeasibleRate,MeanBestFitness,StdBestFitness,MeanFinalViolation,MeanRuntime,MeanNEvals,MeanFirstFeasibleIter,MeanRepairCount,MeanRepairSuccessCount,MeanViabilityFieldCount,MeanViabilityFieldSuccessCount,MeanViabilityFieldNorm,MeanCVFObstacleFrac,MeanCVFNFZFrac,MeanCVFRiskFrac,MeanCVFAltitudeFrac,MeanCVFCurvatureFrac,MeanCVFBoundaryFrac,Rank
2,Base-AE,5,0.2,2661.47415457176,1367.46810580173,12.2,0.89953574,1620,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,4
2,CVF-AE,5,1,343.904268695767,12.0440599831171,0,2.04665826,2133.4,19.6,113.4,74.2,400,262.4,4.78072990834285,0.635,0,0,0,0,0.365,2
2,CVF-AE-w/o-CVF,5,1,323.538894151239,12.4899837259373,0,1.1890482,1703.6,16.2,83.6,48.4,0,0,0,0,0,0,0,0,0,1
2,CVF-AE-w/o-Init,5,0.6,1077.80142096331,1005.1854808031,4.6,1.74514486,2047.4,37,27.4,17.2,400,257.4,5.94508640645361,0.995,0,0,0.005,0,0,3
4,Base-AE,5,0,1899.17599927304,168.717094610972,9.2,0.8793716,1620,NaN,NaN,NaN,0,0,NaN,0,0,0,0,0,0,4
4,CVF-AE,5,1,393.875403953927,5.83732402971187,0,1.82085432,2059.4,0,39.4,28.6,400,173.2,4.8460201051761,0,0,0,0,0,1,1
4,CVF-AE-w/o-CVF,5,1,400.580022713834,6.42352373352467,0,1.00940302,1650.2,0,30.2,24.4,0,0,0,0,0,0,0,0,0,2
4,CVF-AE-w/o-Init,5,0,1865.60500715647,405.67329790273,9.2,1.95866764,2094,NaN,74,24,400,266.8,5.80382980308376,1,0,0,0,0,0,3
