Scene,Algorithm,Run,Seed,BestFitness,Runtime,Feasible,Violation,NEvals,FirstFeasibleIter,FirstFeasibleTime,RepairCount,RepairSuccessCount,ViabilityFieldCount,ViabilityFieldSuccessCount,WallClock
1,HHO,22,20271252,742.119198912936,5.3880303,0,2,11467,NaN,NaN,NaN,NaN,0,0,0.0017169
1,HHO,23,20271253,321.105031648553,5.3342499,1,0,11364,NaN,NaN,NaN,NaN,0,0,0.0015847
1,HHO,24,20271254,347.234025266232,5.5138447,1,0,11721,NaN,NaN,NaN,NaN,0,0,0.0016482
1,HHO,25,20271255,380.931706727979,5.3640605,1,0,11367,NaN,NaN,NaN,NaN,0,0,0.0016074
1,HHO,26,20271256,365.590129976186,9.1328177,1,0,11518,NaN,NaN,NaN,NaN,0,0,0.0009993
1,HHO,27,20271257,338.42630125602,5.5792718,1,0,11437,NaN,NaN,NaN,NaN,0,0,0.0010607
1,HHO,28,20271258,937.737318215705,12.9930193,0,3,11669,NaN,NaN,NaN,NaN,0,0,0.0018632
1,HHO,29,20271259,360.77549133429,17.7943602,1,0,11457,NaN,NaN,NaN,NaN,0,0,0.0018968
1,HHO,30,20271260,314.993424085543,21.7936714,1,0,11331,NaN,NaN,NaN,NaN,0,0,0.0010714
1,DBO,1,20271331,337.655683241508,15.5885911,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0010733
1,DBO,2,20271332,308.473365293057,12.9913541,1,3.81916720471054e-14,9030,NaN,NaN,NaN,NaN,0,0,0.0010441
1,DBO,3,20271333,346.81332686783,8.6369986,1,1.06581410364015e-13,9030,NaN,NaN,NaN,NaN,0,0,0.0009681
1,DBO,4,20271334,338.123260610798,7.3527874,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0022209
1,DBO,5,20271335,334.310578810287,9.6849776,1,1.84741111297626e-13,9030,NaN,NaN,NaN,NaN,0,0,0.001928
1,DBO,6,20271336,341.72017521668,8.4790719,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0019131
1,DBO,7,20271337,336.69074644187,8.4765778,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.001477
1,DBO,8,20271338,331.479667782469,8.4476311,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0008747
1,DBO,9,20271339,344.06148113451,8.5781674,1,3.81916720471054e-14,9030,NaN,NaN,NaN,NaN,0,0,0.0008543
1,DBO,10,20271340,371.152099848598,8.5323611,1,3.81916720471054e-14,9030,NaN,NaN,NaN,NaN,0,0,0.00183
1,DBO,11,20271341,368.222127382025,8.5360251,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0018561
1,DBO,12,20271342,348.388648993319,8.6866456,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0014576
1,DBO,13,20271343,400.505002847441,6.3364485,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0008929
1,DBO,14,20271344,358.589827997254,5.6311493,1,1.06581410364015e-13,9030,NaN,NaN,NaN,NaN,0,0,0.000903
1,DBO,15,20271345,333.121184671957,5.410385,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0009079
1,DBO,16,20271346,315.431802557021,5.8736737,1,4.44089209850063e-14,9030,NaN,NaN,NaN,NaN,0,0,0.0011139
1,DBO,17,20271347,339.162364746191,5.9482735,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0008658
1,DBO,18,20271348,341.0346380384,5.8914084,1,3.5527136788005e-14,9030,NaN,NaN,NaN,NaN,0,0,0.0010785
1,DBO,19,20271349,386.52955531959,5.8365075,1,1.06581410364015e-13,9030,NaN,NaN,NaN,NaN,0,0,0.0009411
1,DBO,20,20271350,334.989176822993,5.4406142,1,1.84741111297626e-13,9030,NaN,NaN,NaN,NaN,0,0,0.0007498
1,DBO,21,20271351,343.6312197708,5.92409,1,2.8421709430404e-14,9030,NaN,NaN,NaN,NaN,0,0,0.0007062
1,DBO,22,20271352,322.599693114599,5.9039171,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0006846
1,DBO,23,20271353,353.005093607394,5.1662454,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.000732
1,DBO,24,20271354,348.305227687667,4.4982635,1,3.81916720471054e-14,9030,NaN,NaN,NaN,NaN,0,0,0.0011404
1,DBO,25,20271355,336.537191397334,4.520764,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.000886
1,DBO,26,20271356,317.725947605264,4.6169382,1,6.21724893790088e-15,9030,NaN,NaN,NaN,NaN,0,0,0.0011508
1,DBO,27,20271357,360.291033031121,4.6639789,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0010518
1,DBO,28,20271358,369.241583833024,4.790532,1,1.06581410364015e-13,9030,NaN,NaN,NaN,NaN,0,0,0.0016572
1,DBO,29,20271359,333.033950725758,4.6125132,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0011968
1,DBO,30,20271360,345.65470843099,4.8045682,1,4.44089209850063e-14,9030,NaN,NaN,NaN,NaN,0,0,0.0009615
1,CPO,1,20271431,302.422509357073,4.8048933,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0007321
1,CPO,2,20271432,302.054605207353,5.7591618,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0007154
1,CPO,3,20271433,305.04372361738,5.2874492,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.000789
1,CPO,4,20271434,289.245703339362,5.3365402,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.001151
1,CPO,5,20271435,296.596675602241,5.1642523,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0009117
1,CPO,6,20271436,297.277591747001,4.9777765,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0008373
1,CPO,7,20271437,297.036552944247,4.7858816,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0019658
1,CPO,8,20271438,300.379399092594,5.0740639,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.001651
1,CPO,9,20271439,306.333716576613,5.1979755,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0013945
1,CPO,10,20271440,296.670908454811,5.6083829,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0009957
1,CPO,11,20271441,296.942495338755,5.4902283,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0008738
1,CPO,12,20271442,300.340276847787,5.4521012,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0014948
1,CPO,13,20271443,300.954697948443,4.9508167,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0013007
1,CPO,14,20271444,290.995723585806,4.7684812,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0013584
1,CPO,15,20271445,288.245967178119,4.8347603,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.001108
1,CPO,16,20271446,298.557070951666,4.7332639,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0008625
1,CPO,17,20271447,295.818584019401,4.824292,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0007725
1,CPO,18,20271448,297.381182535807,4.7984181,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.000854
1,CPO,19,20271449,310.937367368949,4.9724185,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.000887
1,CPO,20,20271450,289.055709178289,4.8098132,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0012945
1,CPO,21,20271451,297.267616379381,4.9872171,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0018295
1,CPO,22,20271452,305.037614955148,4.8047836,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0019799
1,CPO,23,20271453,299.598594458047,4.7011134,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0011994
1,CPO,24,20271454,302.393090027655,4.6837149,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0011273
1,CPO,25,20271455,298.100942153151,4.6742128,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0017471
1,CPO,26,20271456,297.528131360917,4.6555449,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0010366
1,CPO,27,20271457,287.556410109547,4.8079364,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0016899
1,CPO,28,20271458,297.24907687005,4.9386115,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.000856
1,CPO,29,20271459,306.343910438075,4.7263581,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0015002
1,CPO,30,20271460,297.416989847282,4.8168184,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0017785
2,CVF-AE,1,20280731,301.832733892273,7.3422885,1,0,9561,7,0.3546419,511,326,20,15,0.0029082
2,CVF-AE,2,20280732,303.760230354358,6.9242248,1,0,9555,6,0.1441318,511,309,14,9,0.0031249
