ParamKey,ParamLabel,Level,LevelLabel,Scene,Run,Seed,BestFitness,Runtime,Feasible,Violation,NEvals,FirstFeasibleIter,RepairCount,RepairSuccessCount,ViabilityFieldCount,ViabilityFieldSuccessCount
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,2,5,20580836,297.068033922977,6.2115221,1,0,9552,6,512,307,10,8
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,2,6,20580837,304.775661278173,6.2206388,1,0,9558,9,513,322,15,9
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,2,7,20580838,299.774642187128,6.2122994,1,0,9545,1,511,338,4,4
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,2,8,20580839,301.579209815816,6.2303673,1,0,9551,0,511,294,10,9
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,2,9,20580840,305.271731334243,6.3285477,1,0,9559,8,512,305,17,12
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,2,10,20580841,300.660530102379,6.1929184,1,0,9548,3,512,284,6,5
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,4,1,20600832,359.474648424668,5.897605,1,0,9330,0,212,142,88,60
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,4,2,20600833,336.000112021112,5.983953,1,0,9375,0,256,199,89,56
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,4,3,20600834,339.970531255433,5.8100571,1,0,9308,0,188,120,90,66
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,4,4,20600835,337.29119396915,5.8861781,1,0,9336,0,206,128,100,69
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,4,5,20600836,373.904775985957,5.8029687,1,0,9311,0,200,163,81,54
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,4,6,20600837,333.508529024052,5.9462464,1,0,9335,0,209,152,96,63
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,4,7,20600838,359.459756618054,5.7479204,1,0,9294,0,170,111,94,69
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,4,8,20600839,319.029241316939,6.2964738,1,0,9433,0,341,220,62,47
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,4,9,20600840,383.996150156704,6.1096999,1,0,9395,0,271,218,94,65
state_switch_threshold,Conservative state switching threshold,default,default conservative switching threshold,4,10,20600841,367.787345000139,5.8746575,1,0,9313,0,187,149,96,57
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,2,1,20580932,300.834900595878,6.2472906,1,0,9556,7,511,306,15,9
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,2,2,20580933,302.538413006162,6.2808176,1,0,9546,1,510,298,6,5
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,2,3,20580934,299.28507751139,6.293487,1,0,9549,1,512,320,7,6
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,2,4,20580935,303.572021941934,6.2506979,1,0,9562,7,511,294,21,14
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,2,5,20580936,302.288098259653,6.2682315,1,0,9562,9,512,300,20,16
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,2,6,20580937,303.55035321818,6.2641393,1,0,9563,5,512,320,21,12
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,2,7,20580938,299.726381350549,6.3307653,1,0,9554,0,514,312,10,8
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,2,8,20580939,302.503059804475,6.3021349,1,0,9568,15,511,396,27,20
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,2,9,20580940,299.974797733752,6.2256466,1,0,9553,7,511,334,12,10
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,2,10,20580941,293.183903852961,6.228852,1,0,9561,9,513,334,18,15
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,4,1,20600932,348.248605460489,5.9214951,1,0,9349,0,230,137,89,58
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,4,2,20600933,386.318920229104,6.3634258,1,0,9477,0,348,333,99,63
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,4,3,20600934,379.577583445535,6.407728,1,0,9476,0,350,339,96,50
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,4,4,20600935,368.598219676324,6.4402451,1,0,9483,0,356,338,97,63
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,4,5,20600936,343.985825887999,5.9062009,1,0,9346,0,225,153,91,70
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,4,6,20600937,343.565038860674,6.0494955,1,0,9363,0,242,177,91,69
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,4,7,20600938,341.803315750163,5.9895067,1,0,9345,0,218,137,97,66
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,4,8,20600939,334.748248950662,5.8805329,1,0,9332,0,214,160,88,55
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,4,9,20600940,368.934144973567,5.971232,1,0,9352,0,231,191,91,52
state_switch_threshold,Conservative state switching threshold,loose,looser evidence before formation/recovery switch,4,10,20600941,353.341669896823,5.8695623,1,0,9313,0,195,124,88,65
